product,created_at,core_product_type,modifier,creator,department,occasion,color,material,product_name,content,origin,UoM,time,condition,quantity,shape,product_number,price,ts,attribute,core_product_type_string
virtual accessories,Wed Aug 30 16:07:36 +0000 2023,"['virtual', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-30 16:07:36,accessories ,virtual accessories 
fashion sketch book,Tue Aug 29 16:01:37 +0000 2023,['book'],['fashion'],[],[],[],[],[],['sketch'],[],[],[],[],[],[],[],[],[],2023-08-29 16:01:37,fashion ,book 
men's fashion accessories,Mon Aug 28 13:16:13 +0000 2023,['accessories'],['fashion'],[],"['men', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-28 13:16:13,fashion accessories ,accessories 
fashion photography prints,Mon Aug 28 13:16:13 +0000 2023,['prints'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-28 13:16:13,fashion ,prints 
Fashion Accessories,Tue Aug 29 20:52:47 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-29 20:52:47,fashion accessories ,accessories 
fashion accessories,Tue Aug 29 07:28:24 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-29 07:28:24,fashion accessories ,accessories 
fashion illustration prints,Tue Aug 29 15:01:30 +0000 2023,['prints'],['fashion'],[],[],[],[],[],['illustration'],[],[],[],[],[],[],[],[],[],2023-08-29 15:01:30,fashion ,prints 
decorative home accessories,Wed Aug 30 12:51:45 +0000 2023,"['home', 'accessories']",['decorative'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-30 12:51:45,accessories ,home accessories 
Fashion Outfit Set,Wed Aug 30 08:00:58 +0000 2023,['outfit'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],['set'],[],[],[],2023-08-30 08:00:58,fashion ,outfit 
Fashion Photography Book,Tue Aug 29 23:56:54 +0000 2023,['book'],['fashion'],[],[],[],[],[],['photography'],[],[],[],[],[],[],[],[],[],2023-08-29 23:56:54,fashion ,book 
Fashion Photography Accessories,Tue Aug 29 23:56:54 +0000 2023,['accessories'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-29 23:56:54,fashion accessories ,accessories 
Fashion photography props,Tue Aug 29 23:55:58 +0000 2023,['props'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-29 23:55:58,fashion ,props 
colorful fashion clothing,Sat Aug 26 17:39:30 +0000 2023,['clothing'],"['colorful', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-26 17:39:30,fashion ,clothing 
fashion accessories,Sat Aug 26 17:39:30 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-26 17:39:30,fashion accessories ,accessories 
Fall Fashion Hoodies,Tue Aug 29 01:03:45 +0000 2023,['hoodies'],['fashion'],[],[],[],[],[],[],[],[],[],['fall'],[],[],[],[],[],2023-08-29 01:03:45,fashion ,hoodies 
fashion accessories,Fri Aug 25 05:33:39 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-25 05:33:39,fashion accessories ,accessories 
Fashion Accessories,Fri Aug 25 19:44:47 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-25 19:44:47,fashion accessories ,accessories 
fashion designer labels,Fri Aug 25 23:31:03 +0000 2023,['labels'],['fashion'],[],['designer'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-25 23:31:03,fashion ,labels 
AI-generated fashion prints,Thu Aug 24 22:53:16 +0000 2023,['prints'],"['generated', 'fashion']",['ai'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-24 22:53:16,fashion ,prints 
fashion illustration posters,Thu Aug 24 22:53:16 +0000 2023,['posters'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-24 22:53:16,fashion ,posters 
high-fashion boots,Sat Aug 26 15:34:25 +0000 2023,['boots'],"['high', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-26 15:34:25,fashion ,boots 
Fashion Statement Shoes,Fri Aug 25 13:40:27 +0000 2023,['shoes'],['fashion'],[],[],[],[],[],['statement'],[],[],[],[],[],[],[],[],[],2023-08-25 13:40:27,fashion ,shoes 
High Fashion Accessories,Fri Aug 25 13:40:27 +0000 2023,['accessories'],"['high', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-25 13:40:27,fashion accessories ,accessories 
AI-generated fashion prints,Thu Aug 24 21:50:36 +0000 2023,['prints'],"['generated', 'fashion']",['ai'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-24 21:50:36,fashion ,prints 
floral accessories,Thu Aug 24 21:50:36 +0000 2023,['accessories'],['floral'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-24 21:50:36,accessories ,accessories 
fashion-themed stationery,Thu Aug 24 21:50:36 +0000 2023,['stationery'],"['fashion', '-', 'themed']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-24 21:50:36,fashion ,stationery 
fashion accessories,Sat Aug 26 00:37:25 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-26 00:37:25,fashion accessories ,accessories 
fashion apparel,Sat Aug 26 00:37:25 +0000 2023,[],['fashion'],[],['apparel'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-26 00:37:25,fashion ,
African Fashion Accessories,Fri Aug 25 11:07:39 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],['african'],[],[],[],[],[],[],[],2023-08-25 11:07:39,fashion accessories ,accessories 
Fashion Designer Workshops,Fri Aug 25 11:07:39 +0000 2023,[],['fashion'],['designer'],[],[],[],[],[],[],['workshops'],[],[],[],[],[],[],[],2023-08-25 11:07:39,fashion ,
Online Fashion Business Courses,Fri Aug 25 11:07:39 +0000 2023,['courses'],['online'],[],[],"['fashion', 'business']",[],[],[],[],[],[],[],[],[],[],[],[],2023-08-25 11:07:39,fashion ,courses 
fashion accessories,Sat Aug 26 03:18:20 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-26 03:18:20,fashion accessories ,accessories 
fashion accessories,Thu Aug 24 15:11:05 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-24 15:11:05,fashion accessories ,accessories 
fashion week tickets,Fri Aug 25 11:39:55 +0000 2023,['tickets'],[],[],[],"['fashion', 'week']",[],[],[],[],[],[],[],[],[],[],[],[],2023-08-25 11:39:55,fashion ,tickets 
fashion show merchandise,Fri Aug 25 11:39:55 +0000 2023,['merchandise'],['fashion'],[],[],['show'],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-25 11:39:55,fashion ,merchandise 
fashion accessories,Fri Aug 25 11:39:55 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-25 11:39:55,fashion accessories ,accessories 
fashion week tickets,Fri Aug 25 15:27:30 +0000 2023,['tickets'],[],[],[],"['fashion', 'week']",[],[],[],[],[],[],[],[],[],[],[],[],2023-08-25 15:27:30,fashion ,tickets 
fashion accessories,Fri Aug 25 15:27:30 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-25 15:27:30,fashion accessories ,accessories 
grammy-themed accessories,Wed Aug 23 12:17:06 +0000 2023,['accessories'],"['-', 'themed']",['grammy'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-23 12:17:06,accessories ,accessories 
Summer Fashion Apparel,Tue Aug 22 20:02:41 +0000 2023,['apparel'],['fashion'],[],[],['summer'],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-22 20:02:41,fashion ,apparel 
Fashion photography guide,Mon Aug 21 14:03:05 +0000 2023,['guide'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-21 14:03:05,fashion ,guide 
Fashionista accessories,Mon Aug 21 14:03:05 +0000 2023,['accessories'],[],['fashionista'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-21 14:03:05,accessories ,accessories 
online fashion courses,Tue Aug 22 01:27:36 +0000 2023,['courses'],['online'],[],[],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-22 01:27:36,fashion ,courses 
fashion blogger merchandise,Wed Aug 23 08:56:24 +0000 2023,['merchandise'],['fashion'],[],[],[],[],[],['blogger'],[],[],[],[],[],[],[],[],[],2023-08-23 08:56:24,fashion ,merchandise 
Vogue fashion magazine subscription,Wed Aug 23 08:56:24 +0000 2023,['magazine'],['fashion'],['vogue'],[],[],[],[],[],[],[],[],[],['subscription'],[],[],[],[],2023-08-23 08:56:24,fashion ,magazine 
fashion photography books,Wed Aug 23 08:56:24 +0000 2023,['books'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-23 08:56:24,fashion ,books 
Fashion Sneakers,Thu Aug 24 04:29:47 +0000 2023,['sneakers'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-24 04:29:47,fashion ,sneakers 
3D-printed fashion jacket,Wed Aug 23 15:40:41 +0000 2023,['jacket'],"['3d', 'printed', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-23 15:40:41,fashion ,jacket 
Zeagoo Fashion Accessories,Wed Aug 23 10:00:00 +0000 2023,['accessories'],['fashion'],['zeagoo'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-23 10:00:00,fashion accessories ,accessories 
Fashion Jewelry Sets,Wed Aug 23 10:00:00 +0000 2023,"['jewelry', 'sets']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-23 10:00:00,fashion ,jewelry sets 
Aditi Rao Hydari Fashion Collection,Tue Aug 22 16:30:00 +0000 2023,['collection'],['fashion'],"['aditi', 'rao']",[],[],[],[],['hydari'],[],[],[],[],[],[],[],[],[],2023-08-22 16:30:00,fashion ,collection 
Bollywood Celebrity Fashion Guide,Tue Aug 22 16:30:00 +0000 2023,[],[],['celebrity'],['fashion'],[],[],[],['guide'],[],['bollywood'],[],[],[],[],[],[],[],2023-08-22 16:30:00,fashion ,
Branded Fashion Accessories,Tue Aug 22 05:45:26 +0000 2023,['accessories'],"['branded', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-22 05:45:26,fashion accessories ,accessories 
fashion rings,Wed Aug 23 16:58:08 +0000 2023,['rings'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-23 16:58:08,fashion ,rings 
Streetwear Accessories,Tue Aug 22 23:41:42 +0000 2023,"['streetwear', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-22 23:41:42,accessories ,streetwear accessories 
fashion photography prints,Mon Aug 21 13:16:19 +0000 2023,['prints'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-21 13:16:19,fashion ,prints 
That Fashion Chick Apparel,Tue Aug 08 21:13:58 +0000 2023,['apparel'],[],[],['chick'],[],[],[],['fashion'],[],[],[],[],[],[],[],[],[],2023-08-08 21:13:58,fashion ,apparel 
Fashion Nova Clothing,Tue Aug 08 21:13:58 +0000 2023,['clothing'],[],"['fashion', 'nova']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-08 21:13:58,fashion ,clothing 
DIY Fashion Kits,Tue Aug 08 21:13:58 +0000 2023,['kits'],"['diy', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-08 21:13:58,fashion ,kits 
Fashion Accessories,Tue Aug 08 21:13:58 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-08 21:13:58,fashion accessories ,accessories 
celebrity-inspired fashion,Thu Aug 10 08:06:32 +0000 2023,['fashion'],['inspired'],['celebrity'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-10 08:06:32,fashion ,fashion 
celebrity inspired fashion,Thu Aug 10 10:21:01 +0000 2023,['fashion'],"['celebrity', 'inspired']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-10 10:21:01,fashion ,fashion 
fashion accessories,Thu Aug 10 10:21:01 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-10 10:21:01,fashion accessories ,accessories 
Men's fashion suits,Fri Aug 11 03:03:12 +0000 2023,['suits'],['fashion'],[],"['men', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-11 03:03:12,fashion ,suits 
Fashion accessories,Fri Aug 11 03:03:12 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-11 03:03:12,fashion accessories ,accessories 
fashion accessories,Fri Aug 11 09:32:29 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-11 09:32:29,fashion accessories ,accessories 
urban fashion line,Fri Aug 11 09:32:29 +0000 2023,[],[],['urban'],[],[],[],[],"['fashion', 'line']",[],[],[],[],[],[],[],[],[],2023-08-11 09:32:29,fashion ,
Fashion Illustration Prints,Thu Aug 10 15:02:54 +0000 2023,['prints'],['fashion'],[],[],[],[],[],['illustration'],[],[],[],[],[],[],[],[],[],2023-08-10 15:02:54,fashion ,prints 
fashion accessories,Wed Aug 09 22:23:14 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-09 22:23:14,fashion accessories ,accessories 
custom fashion illustrations,Wed Aug 09 15:30:19 +0000 2023,['illustrations'],"['custom', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-09 15:30:19,fashion ,illustrations 
fashion design workshops,Wed Aug 09 15:30:19 +0000 2023,[],['fashion'],['design'],[],[],[],[],[],[],['workshops'],[],[],[],[],[],[],[],2023-08-09 15:30:19,fashion ,
personalized fashion consultations,Wed Aug 09 15:30:19 +0000 2023,[],['personalized'],[],[],['fashion'],[],[],['consultations'],[],[],[],[],[],[],[],[],[],2023-08-09 15:30:19,fashion ,
Fashion Graphic T-Shirt,Wed Aug 09 08:16:25 +0000 2023,"['t', 'shirt']","['fashion', 'graphic']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-09 08:16:25,fashion ,t shirt 
Fashion Illustration Book,Wed Aug 09 08:16:25 +0000 2023,['book'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-09 08:16:25,fashion ,book 
Fashion Accessories,Wed Aug 09 04:20:58 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-09 04:20:58,fashion accessories ,accessories 
Fashion Jewelry,Wed Aug 09 04:20:58 +0000 2023,['jewelry'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-09 04:20:58,fashion ,jewelry 
fashion accessories,Sun Aug 06 10:53:53 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-06 10:53:53,fashion accessories ,accessories 
alternative rock fashion items,Sat Aug 05 12:48:18 +0000 2023,['items'],"['alternative', 'fashion']",['rock'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-05 12:48:18,fashion ,items 
Fashion Hoodie,Tue Aug 08 00:56:55 +0000 2023,['hoodie'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-08 00:56:55,fashion ,hoodie 
alternative rock fashion clothing,Fri Aug 04 05:21:38 +0000 2023,['clothing'],"['alternative', 'fashion']",['rock'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-04 05:21:38,fashion ,clothing 
fashion accessories,Tue Aug 08 20:59:53 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-08 20:59:53,fashion accessories ,accessories 
AI-generated fashion items,Tue Aug 08 18:19:29 +0000 2023,"['fashion', 'items']",['generated'],['ai'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-08 18:19:29,fashion ,fashion items 
Fashion Jewelry,Mon Aug 07 04:57:56 +0000 2023,['jewelry'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-07 04:57:56,fashion ,jewelry 
fashion tops,Sat Aug 05 14:17:00 +0000 2023,['tops'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-05 14:17:00,fashion ,tops 
fashion accessories,Sat Aug 05 14:17:00 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-05 14:17:00,fashion accessories ,accessories 
Guitar Pedal Board Accessories,Tue Aug 08 07:25:14 +0000 2023,"['guitar', 'pedal', 'board', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-08 07:25:14,accessories ,guitar pedal board accessories 
Fashion Style Accessories,Mon Aug 07 07:13:52 +0000 2023,['accessories'],"['fashion', 'style']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-07 07:13:52,fashion accessories ,accessories 
digital fashion outfits,Thu Aug 03 15:34:41 +0000 2023,['outfits'],"['digital', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-03 15:34:41,fashion ,outfits 
metaverse avatar accessories,Thu Aug 03 15:34:41 +0000 2023,['accessories'],[],['avatar'],[],[],[],[],['metaverse'],[],[],[],[],[],[],[],[],[],2023-08-03 15:34:41,accessories ,accessories 
fashion design books,Thu Aug 03 15:34:41 +0000 2023,['books'],['fashion'],[],[],['design'],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-03 15:34:41,fashion ,books 
fashion accessories,Sun Aug 06 16:59:13 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-06 16:59:13,fashion accessories ,accessories 
Harry Potter themed accessories,Tue Aug 08 09:54:21 +0000 2023,['accessories'],['themed'],[],[],[],[],[],[],"['harry', 'potter']",[],[],[],[],[],[],[],[],2023-08-08 09:54:21,accessories ,accessories 
Harry Potter themed fashion items,Tue Aug 08 09:54:21 +0000 2023,['items'],"['themed', 'fashion']",[],[],[],[],[],[],"['harry', 'potter']",[],[],[],[],[],[],[],[],2023-08-08 09:54:21,fashion ,items 
fashion jewelry,Sun Aug 06 16:30:49 +0000 2023,['jewelry'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-06 16:30:49,fashion ,jewelry 
Fashion Designer Tools Set,Sun Aug 06 22:55:10 +0000 2023,['tools'],['fashion'],[],['designer'],[],[],[],[],[],[],[],[],[],['set'],[],[],[],2023-08-06 22:55:10,fashion ,tools 
Fashion Sketchbook,Sun Aug 06 22:55:10 +0000 2023,['sketchbook'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-06 22:55:10,fashion ,sketchbook 
fashion design courses,Tue Aug 08 14:51:54 +0000 2023,['courses'],[],[],[],"['fashion', 'design']",[],[],[],[],[],[],[],[],[],[],[],[],2023-08-08 14:51:54,fashion ,courses 
design tools for fashion students,Tue Aug 08 14:51:54 +0000 2023,['tools'],[],[],['students'],['fashion'],[],[],['design'],[],[],[],[],[],[],[],[],[],2023-08-08 14:51:54,fashion ,tools 
fashion textbooks,Tue Aug 08 14:51:54 +0000 2023,['textbooks'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-08 14:51:54,fashion ,textbooks 
Cate Blanchett Fashion Prints,Sat Aug 05 07:32:40 +0000 2023,['prints'],['fashion'],"['cate', 'blanchett']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-05 07:32:40,fashion ,prints 
Fashion History Books,Sat Aug 05 07:32:40 +0000 2023,['books'],['fashion'],[],[],[],[],[],[],['history'],[],[],[],[],[],[],[],[],2023-08-05 07:32:40,fashion ,books 
Vintage Fashion Accessories,Sat Aug 05 07:32:40 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],['vintage'],[],[],[],[],2023-08-05 07:32:40,fashion accessories ,accessories 
fashion accessories,Tue Aug 08 07:10:19 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-08 07:10:19,fashion accessories ,accessories 
Fashion Handbags for Girls,Fri Feb 17 15:43:03 +0000 2023,['handbags'],['fashion'],[],['girls'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-02-17 15:43:03,fashion ,handbags 
fashion accessories,Sat Feb 04 22:24:09 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-02-04 22:24:09,fashion accessories ,accessories 
fashion accessories,Sun Feb 05 00:05:40 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-02-05 00:05:40,fashion accessories ,accessories 
fashionable hair accessories,Sat Feb 11 02:05:42 +0000 2023,"['hair', 'accessories']",['fashionable'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-02-11 02:05:42,accessories ,hair accessories 
minimalist fashion jewelry,Thu Feb 09 02:05:35 +0000 2023,['jewelry'],"['minimalist', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-02-09 02:05:35,fashion ,jewelry 
fashion blogger merchandise,Thu Feb 09 02:05:35 +0000 2023,['merchandise'],['fashion'],[],[],[],[],[],['blogger'],[],[],[],[],[],[],[],[],[],2023-02-09 02:05:35,fashion ,merchandise 
minimalist fashion accessories,Tue Feb 07 01:05:40 +0000 2023,['accessories'],"['minimalist', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-02-07 01:05:40,fashion accessories ,accessories 
Dazzling Fashion Handbags,Wed Feb 01 13:13:17 +0000 2023,['handbags'],"['dazzling', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-02-01 13:13:17,fashion ,handbags 
fashion bags,Wed Feb 01 17:17:51 +0000 2023,['bags'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-02-01 17:17:51,fashion ,bags 
fashion accessories,Wed Feb 01 13:00:02 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-02-01 13:00:02,fashion accessories ,accessories 
high-fashion photography prints,Wed Feb 01 13:00:02 +0000 2023,['prints'],"['high', 'fashion']",[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-02-01 13:00:02,fashion ,prints 
fashion magazines featuring Fabrizio Celleri,Wed Feb 01 13:00:02 +0000 2023,['magazines'],['fashion'],"['fabrizio', 'celleri']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-02-01 13:00:02,fashion ,magazines 
fashion scarves,Sun Nov 05 17:42:27 +0000 2023,['scarves'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-05 17:42:27,fashion ,scarves 
hair accessories,Wed Nov 29 00:08:25 +0000 2023,"['hair', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-29 00:08:25,accessories ,hair accessories 
bijoux accessories,Sun Nov 05 09:04:50 +0000 2023,['accessories'],[],['bijoux'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-05 09:04:50,accessories ,accessories 
Custom Graphic Design Accessories,Wed Nov 29 23:56:30 +0000 2023,['accessories'],"['custom', 'graphic', 'design']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-29 23:56:30,accessories ,accessories 
Women's Fashion Tops,Mon Nov 20 09:37:55 +0000 2023,['tops'],['fashion'],[],"['women', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-20 09:37:55,fashion ,tops 
Gun-themed Gaming Accessories,Thu Nov 02 20:48:59 +0000 2023,"['gaming', 'accessories']","['gun', 'themed']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-02 20:48:59,accessories ,gaming accessories 
fashion necklaces,Tue Nov 21 16:51:56 +0000 2023,['necklaces'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-21 16:51:56,fashion ,necklaces 
fashion necklaces,Tue Nov 28 22:54:39 +0000 2023,['necklaces'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-28 22:54:39,fashion ,necklaces 
women's fashion accessories,Tue Nov 28 22:54:39 +0000 2023,['accessories'],['fashion'],[],"['women', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-28 22:54:39,fashion accessories ,accessories 
Fashion Accessories,Wed Aug 09 20:51:09 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-09 20:51:09,fashion accessories ,accessories 
cyberpunk fashion apparel,Sun Aug 20 05:19:46 +0000 2023,['apparel'],['fashion'],['cyberpunk'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-20 05:19:46,fashion ,apparel 
fashion accessories inspired by AI art,Sun Aug 20 05:19:46 +0000 2023,['accessories'],['fashion'],['ai'],[],[],[],[],[],[],[],[],[],['inspired'],[],[],[],[],2023-08-20 05:19:46,fashion accessories ,accessories 
fashion jackets,Fri Aug 25 18:01:00 +0000 2023,['jackets'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-25 18:01:00,fashion ,jackets 
women's fashion leggings,Sat Aug 05 23:41:50 +0000 2023,['leggings'],['fashion'],[],"['women', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-05 23:41:50,fashion ,leggings 
fashion try-on haul videos,Sat Aug 05 23:41:50 +0000 2023,['videos'],['fashion'],[],[],[],[],[],"['try', 'haul']",[],[],[],[],[],[],[],[],[],2023-08-05 23:41:50,fashion ,videos 
fashion subscription service,Sat Aug 05 23:41:50 +0000 2023,['service'],['fashion'],[],[],[],[],[],['subscription'],[],[],[],[],[],[],[],[],[],2023-08-05 23:41:50,fashion ,service 
fashion accessories,Tue Aug 29 04:55:00 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-29 04:55:00,fashion accessories ,accessories 
fashion accessories,Thu Aug 17 04:15:22 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-17 04:15:22,fashion accessories ,accessories 
Chic accessories,Fri Aug 18 13:17:27 +0000 2023,['accessories'],['chic'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-18 13:17:27,accessories ,accessories 
fashion scarf,Sat Aug 19 04:58:18 +0000 2023,['scarf'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-19 04:58:18,fashion ,scarf 
fashion headbands,Thu Aug 17 12:50:10 +0000 2023,['headbands'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-17 12:50:10,fashion ,headbands 
fashion styling books,Thu Aug 17 12:50:10 +0000 2023,['books'],['fashion'],[],[],[],[],[],['styling'],[],[],[],[],[],[],[],[],[],2023-08-17 12:50:10,fashion ,books 
